"Step","lr1e-4_timesteps2e6_1 - episode_reward","lr1e-4_timesteps2e6_1 - episode_reward__MIN","lr1e-4_timesteps2e6_1 - episode_reward__MAX"
"1524","-202.51140259298242","-202.51140259298242","-202.51140259298242"
"1549","-201.5464709062069","-201.5464709062069","-201.5464709062069"
"1585","-200.05163426312248","-200.05163426312248","-200.05163426312248"
"1605","-199.48546170385129","-199.48546170385129","-199.48546170385129"
"1674","-196.41972077396824","-196.41972077396824","-196.41972077396824"
"1691","-195.59870170226134","-195.59870170226134","-195.59870170226134"
"1703","-195.14359914837902","-195.14359914837902","-195.14359914837902"
"1724","-194.0709725686154","-194.0709725686154","-194.0709725686154"
"1726","-193.9533128930547","-193.9533128930547","-193.9533128930547"
"1737","-193.5892718137973","-193.5892718137973","-193.5892718137973"
"1812","-191.48213337828372","-191.48213337828372","-191.48213337828372"
"1848","-190.01622035220126","-190.01622035220126","-190.01622035220126"
"1874","-188.83723619323945","-188.83723619323945","-188.83723619323945"
"1910","-188.34053602153506","-188.34053602153506","-188.34053602153506"
"2071","-183.5977353975659","-183.5977353975659","-183.5977353975659"
"2079","-183.3508887","-183.3508887","-183.3508887"
"2099","-182.8346469135","-182.8346469135","-182.8346469135"
"2130","-181.905854459872","-181.905854459872","-181.905854459872"
"2179","-180.64895218942306","-180.64895218942306","-180.64895218942306"
"2214","-179.95502254231678","-179.95502254231678","-179.95502254231678"
"2221","-179.75500497785106","-179.75500497785106","-179.75500497785106"
"2305","-177.6880069596555","-177.6880069596555","-177.6880069596555"
"2325","-177.09547235309972","-177.09547235309972","-177.09547235309972"
"2348","-176.54572764117387","-176.54572764117387","-176.54572764117387"
"2435","-175.45125335145548","-175.45125335145548","-175.45125335145548"
"2469","-174.7230198459916","-174.7230198459916","-174.7230198459916"
"2473","-174.59175908803707","-174.59175908803707","-174.59175908803707"
"2647","-171.29558435753532","-171.29558435753532","-171.29558435753532"
"2649","-171.30536408862744","-171.30536408862744","-171.30536408862744"
"2650","-171.25487733045864","-171.25487733045864","-171.25487733045864"
"2690","-170.3714141373987","-170.3714141373987","-170.3714141373987"
"2695","-170.3718819807396","-170.3718819807396","-170.3718819807396"
"2752","-169.65905377911798","-169.65905377911798","-169.65905377911798"
"2763","-169.4872485994745","-169.4872485994745","-169.4872485994745"
"2802","-168.94358782130968","-168.94358782130968","-168.94358782130968"
"2823","-168.59177666079296","-168.59177666079296","-168.59177666079296"
"2824","-168.56815894458717","-168.56815894458717","-168.56815894458717"
"2891","-167.38005695737823","-167.38005695737823","-167.38005695737823"
"2989","-166.32008634775084","-166.32008634775084","-166.32008634775084"
"3074","-164.94086667697476","-164.94086667697476","-164.94086667697476"
"3225","-162.67432223032628","-162.67432223032628","-162.67432223032628"
"3243","-162.53860967557253","-162.53860967557253","-162.53860967557253"
"3260","-162.40960482442264","-162.40960482442264","-162.40960482442264"
"3278","-162.25287270147845","-162.25287270147845","-162.25287270147845"
"3337","-161.6865555243978","-161.6865555243978","-161.6865555243978"
"3354","-161.5316238500768","-161.5316238500768","-161.5316238500768"
"3386","-161.15704520900516","-161.15704520900516","-161.15704520900516"
"3398","-161.06274550136408","-161.06274550136408","-161.06274550136408"
"3402","-161.04347746260976","-161.04347746260976","-161.04347746260976"
"3470","-160.16889887659445","-160.16889887659445","-160.16889887659445"
"3513","-159.74962974868188","-159.74962974868188","-159.74962974868188"
"3543","-159.3331871083043","-159.3331871083043","-159.3331871083043"
"3560","-159.1409216694597","-159.1409216694597","-159.1409216694597"
"3589","-158.8841580750716","-158.8841580750716","-158.8841580750716"
"3650","-158.40512287074066","-158.40512287074066","-158.40512287074066"
"3651","-158.39563739836714","-158.39563739836714","-158.39563739836714"
"3671","-158.22202830851066","-158.22202830851066","-158.22202830851066"
"3730","-157.41756292013218","-157.41756292013218","-157.41756292013218"
"3733","-157.37690859933957","-157.37690859933957","-157.37690859933957"
"3744","-157.25480163703702","-157.25480163703702","-157.25480163703702"
"3846","-156.2622584131305","-156.2622584131305","-156.2622584131305"
"3850","-156.2206230186617","-156.2206230186617","-156.2206230186617"
"3870","-155.97035032749935","-155.97035032749935","-155.97035032749935"
"3959","-155.19706372642486","-155.19706372642486","-155.19706372642486"
"3987","-155.03343380041153","-155.03343380041153","-155.03343380041153"
"4048","-154.4465711952393","-154.4465711952393","-154.4465711952393"
"4090","-154.1566362302681","-154.1566362302681","-154.1566362302681"
"4134","-153.8457923786865","-153.8457923786865","-153.8457923786865"
"4184","-153.5487069875153","-153.5487069875153","-153.5487069875153"
"4223","-153.20722692507275","-153.20722692507275","-153.20722692507275"
"4329","-152.2905658574468","-152.2905658574468","-152.2905658574468"
"4398","-151.8060782679693","-151.8060782679693","-151.8060782679693"
"4402","-151.78388385730884","-151.78388385730884","-151.78388385730884"
"4418","-151.6905171840704","-151.6905171840704","-151.6905171840704"
"4479","-151.22950072671233","-151.22950072671233","-151.22950072671233"
"4694","-149.70140865571273","-149.70140865571273","-149.70140865571273"
"4933","-148.2848232167977","-148.2848232167977","-148.2848232167977"
"4950","-148.17117850484436","-148.17117850484436","-148.17117850484436"
"4970","-148.00794540463968","-148.00794540463968","-148.00794540463968"
"4973","-147.99821445075915","-147.99821445075915","-147.99821445075915"
"5001","-147.88933412770297","-147.88933412770297","-147.88933412770297"
"5003","-147.87121837010605","-147.87121837010605","-147.87121837010605"
"5020","-147.90795760760008","-147.90795760760008","-147.90795760760008"
"5179","-147.13729166240157","-147.13729166240157","-147.13729166240157"
"5234","-146.81092135209346","-146.81092135209346","-146.81092135209346"
"5297","-146.47292575702195","-146.47292575702195","-146.47292575702195"
"5338","-146.23168505764457","-146.23168505764457","-146.23168505764457"
"5409","-145.93941901845574","-145.93941901845574","-145.93941901845574"
"5459","-145.72122648115672","-145.72122648115672","-145.72122648115672"
"5514","-145.38693675383192","-145.38693675383192","-145.38693675383192"
"5547","-145.29234467988252","-145.29234467988252","-145.29234467988252"
"5554","-145.2657021442713","-145.2657021442713","-145.2657021442713"
"5580","-145.08825289253787","-145.08825289253787","-145.08825289253787"
"5600","-145.00152454717326","-145.00152454717326","-145.00152454717326"
"5610","-144.91724221919796","-144.91724221919796","-144.91724221919796"
"5621","-144.86123948931547","-144.86123948931547","-144.86123948931547"
"5632","-144.79106780932585","-144.79106780932585","-144.79106780932585"
"5719","-144.45192197241994","-144.45192197241994","-144.45192197241994"
"5785","-144.14195945058037","-144.14195945058037","-144.14195945058037"
"5886","-143.55021384914463","-143.55021384914463","-143.55021384914463"
"5890","-143.545783633742","-143.545783633742","-143.545783633742"
"5908","-143.46728124634188","-143.46728124634188","-143.46728124634188"
"5927","-143.38271410089226","-143.38271410089226","-143.38271410089226"
"5990","-143.15451551213715","-143.15451551213715","-143.15451551213715"
"6041","-143.00868931538201","-143.00868931538201","-143.00868931538201"
"6043","-143.00501911490576","-143.00501911490576","-143.00501911490576"
"6082","-142.81023434263747","-142.81023434263747","-142.81023434263747"
"6102","-142.72203286739963","-142.72203286739963","-142.72203286739963"
"6106","-142.71590168719825","-142.71590168719825","-142.71590168719825"
"6114","-142.68492471155443","-142.68492471155443","-142.68492471155443"
"6260","-141.8888590545366","-141.8888590545366","-141.8888590545366"
"6323","-141.65025688480077","-141.65025688480077","-141.65025688480077"
"6325","-141.64385234371989","-141.64385234371989","-141.64385234371989"
"6347","-141.6110283221831","-141.6110283221831","-141.6110283221831"
"6395","-141.47308722617535","-141.47308722617535","-141.47308722617535"
"6422","-141.37410307591335","-141.37410307591335","-141.37410307591335"
"6482","-141.08716158530473","-141.08716158530473","-141.08716158530473"
"6596","-140.69183720886562","-140.69183720886562","-140.69183720886562"
"6602","-140.683144716131","-140.683144716131","-140.683144716131"
"6603","-140.67758860009224","-140.67758860009224","-140.67758860009224"
"6612","-140.62907364962382","-140.62907364962382","-140.62907364962382"
"6633","-140.51675685185185","-140.51675685185185","-140.51675685185185"
"6703","-140.2615586016051","-140.2615586016051","-140.2615586016051"
"6736","-140.20461264999247","-140.20461264999247","-140.20461264999247"
"6744","-140.14306004168546","-140.14306004168546","-140.14306004168546"
"6906","-139.62868275099163","-139.62868275099163","-139.62868275099163"
"6927","-139.5800869086116","-139.5800869086116","-139.5800869086116"
"7035","-139.194671769752","-139.194671769752","-139.194671769752"
"7127","-138.92349480976097","-138.92349480976097","-138.92349480976097"
"7137","-138.90451839968742","-138.90451839968742","-138.90451839968742"
"7149","-138.85076054794328","-138.85076054794328","-138.85076054794328"
"7155","-138.85270233999435","-138.85270233999435","-138.85270233999435"
"7188","-138.76387016292847","-138.76387016292847","-138.76387016292847"
"7216","-138.7069091087537","-138.7069091087537","-138.7069091087537"
"7231","-138.67808466797533","-138.67808466797533","-138.67808466797533"
"7306","-138.50915044470653","-138.50915044470653","-138.50915044470653"
"7352","-138.37572917771953","-138.37572917771953","-138.37572917771953"
"7428","-138.1642088952108","-138.1642088952108","-138.1642088952108"
"7660","-137.35657521584446","-137.35657521584446","-137.35657521584446"
"7679","-137.23775072638523","-137.23775072638523","-137.23775072638523"
"7704","-137.15724778040763","-137.15724778040763","-137.15724778040763"
"7776","-137.09464925048846","-137.09464925048846","-137.09464925048846"
"7837","-136.9761684928922","-136.9761684928922","-136.9761684928922"
"7848","-136.9595511765389","-136.9595511765389","-136.9595511765389"
"7860","-136.92319170197138","-136.92319170197138","-136.92319170197138"
"7922","-136.76864119212578","-136.76864119212578","-136.76864119212578"
"7982","-136.6479662447038","-136.6479662447038","-136.6479662447038"
"8028","-136.5028991017783","-136.5028991017783","-136.5028991017783"
"8072","-136.3444650161796","-136.3444650161796","-136.3444650161796"
"8083","-136.36563783329157","-136.36563783329157","-136.36563783329157"
"8093","-136.37414319326996","-136.37414319326996","-136.37414319326996"
"8099","-136.35970969550002","-136.35970969550002","-136.35970969550002"
"8145","-136.20836794432017","-136.20836794432017","-136.20836794432017"
"8304","-135.8408123272395","-135.8408123272395","-135.8408123272395"
"8372","-135.6582470490753","-135.6582470490753","-135.6582470490753"
"8418","-135.4942212328405","-135.4942212328405","-135.4942212328405"
"8422","-135.48668658296288","-135.48668658296288","-135.48668658296288"
"8443","-135.47384665340363","-135.47384665340363","-135.47384665340363"
"8449","-135.4381517596407","-135.4381517596407","-135.4381517596407"
"8495","-135.27788108170557","-135.27788108170557","-135.27788108170557"
"8521","-135.2504097272619","-135.2504097272619","-135.2504097272619"
"8526","-135.25158271555713","-135.25158271555713","-135.25158271555713"
"8537","-135.18586678205736","-135.18586678205736","-135.18586678205736"
"8542","-135.17407851415373","-135.17407851415373","-135.17407851415373"
"8571","-135.10071368118508","-135.10071368118508","-135.10071368118508"
"8589","-135.02715652014135","-135.02715652014135","-135.02715652014135"
"8598","-135.0020082500294","-135.0020082500294","-135.0020082500294"
"8625","-134.97139950891392","-134.97139950891392","-134.97139950891392"
"8707","-134.82947575511153","-134.82947575511153","-134.82947575511153"
"8746","-134.7925595966231","-134.7925595966231","-134.7925595966231"
"8818","-134.62959401043696","-134.62959401043696","-134.62959401043696"
"8868","-134.45263431542935","-134.45263431542935","-134.45263431542935"
"8882","-134.40864034293523","-134.40864034293523","-134.40864034293523"
"8946","-134.2947559672205","-134.2947559672205","-134.2947559672205"
"8966","-134.24303515033267","-134.24303515033267","-134.24303515033267"
"8999","-134.15947284898874","-134.15947284898874","-134.15947284898874"
"9010","-134.14668402502522","-134.14668402502522","-134.14668402502522"
"9078","-134.02329161409955","-134.02329161409955","-134.02329161409955"
"9084","-134.01242831285475","-134.01242831285475","-134.01242831285475"
"9123","-133.94305135760195","-133.94305135760195","-133.94305135760195"
"9131","-133.94408956432684","-133.94408956432684","-133.94408956432684"
"9183","-133.87182862065168","-133.87182862065168","-133.87182862065168"
"9190","-133.85140555076447","-133.85140555076447","-133.85140555076447"
"9197","-133.84322998812925","-133.84322998812925","-133.84322998812925"
"9222","-133.82261493324563","-133.82261493324563","-133.82261493324563"
"9242","-133.76816962681832","-133.76816962681832","-133.76816962681832"
"9382","-133.51841485683508","-133.51841485683508","-133.51841485683508"
"9400","-133.4482512112676","-133.4482512112676","-133.4482512112676"
"9413","-133.42500242409278","-133.42500242409278","-133.42500242409278"
"9438","-133.360766499304","-133.360766499304","-133.360766499304"
"9470","-133.2331533623946","-133.2331533623946","-133.2331533623946"
"9558","-133.03880299989427","-133.03880299989427","-133.03880299989427"
"9602","-132.96313384878457","-132.96313384878457","-132.96313384878457"
"9608","-132.9450050879167","-132.9450050879167","-132.9450050879167"
"9643","-132.85845394205785","-132.85845394205785","-132.85845394205785"
"9746","-132.6373622037939","-132.6373622037939","-132.6373622037939"
"9760","-132.62971265138185","-132.62971265138185","-132.62971265138185"
"9873","-132.33814897360344","-132.33814897360344","-132.33814897360344"
"10160","-131.75213881741377","-131.75213881741377","-131.75213881741377"
"10187","-131.6865570941713","-131.6865570941713","-131.6865570941713"
"10384","-131.3586923123967","-131.3586923123967","-131.3586923123967"
"10478","-131.13731494315442","-131.13731494315442","-131.13731494315442"
"10563","-130.99965715500764","-130.99965715500764","-130.99965715500764"
"10600","-130.95690896324157","-130.95690896324157","-130.95690896324157"
"10625","-130.9152478103743","-130.9152478103743","-130.9152478103743"
"10641","-130.86004767975714","-130.86004767975714","-130.86004767975714"
"10664","-130.82049369843824","-130.82049369843824","-130.82049369843824"
"10666","-130.80379376899782","-130.80379376899782","-130.80379376899782"
"10675","-130.7779703174168","-130.7779703174168","-130.7779703174168"
"10779","-130.5954301576779","-130.5954301576779","-130.5954301576779"
"10793","-130.58538532728633","-130.58538532728633","-130.58538532728633"
"10814","-130.5645473238451","-130.5645473238451","-130.5645473238451"
"10857","-130.51242370635805","-130.51242370635805","-130.51242370635805"
"10894","-130.44877152811486","-130.44877152811486","-130.44877152811486"
"10906","-130.41692347811605","-130.41692347811605","-130.41692347811605"
"10917","-130.3971674978739","-130.3971674978739","-130.3971674978739"
"10938","-130.33833065587228","-130.33833065587228","-130.33833065587228"
"10940","-130.32583267927313","-130.32583267927313","-130.32583267927313"
"10972","-130.25537963643887","-130.25537963643887","-130.25537963643887"
"10985","-130.2267104210913","-130.2267104210913","-130.2267104210913"
"10992","-130.2246371949876","-130.2246371949876","-130.2246371949876"
"11014","-130.18191441300962","-130.18191441300962","-130.18191441300962"
"11033","-130.1617921503567","-130.1617921503567","-130.1617921503567"
"11053","-130.1210894860325","-130.1210894860325","-130.1210894860325"
"11111","-129.9824444882855","-129.9824444882855","-129.9824444882855"
"11160","-129.92912853928215","-129.92912853928215","-129.92912853928215"
"11176","-129.93116775489753","-129.93116775489753","-129.93116775489753"
"11221","-129.83541967676678","-129.83541967676678","-129.83541967676678"
"11237","-129.80724175175078","-129.80724175175078","-129.80724175175078"
"11263","-129.78882307972052","-129.78882307972052","-129.78882307972052"
"11296","-129.72185964919174","-129.72185964919174","-129.72185964919174"
"11328","-129.69458332611987","-129.69458332611987","-129.69458332611987"
"11376","-129.64400830380418","-129.64400830380418","-129.64400830380418"
"11443","-129.5892807827045","-129.5892807827045","-129.5892807827045"
"11480","-129.52535952903963","-129.52535952903963","-129.52535952903963"
"11495","-129.51069100359777","-129.51069100359777","-129.51069100359777"
"11498","-129.50941943565223","-129.50941943565223","-129.50941943565223"
"11509","-129.46412177055214","-129.46412177055214","-129.46412177055214"
"11521","-129.43219244668182","-129.43219244668182","-129.43219244668182"
"11581","-129.3490410013935","-129.3490410013935","-129.3490410013935"
"11598","-129.3216493862075","-129.3216493862075","-129.3216493862075"
"11604","-129.32376752299","-129.32376752299","-129.32376752299"
"11607","-129.3109992167188","-129.3109992167188","-129.3109992167188"
"11617","-129.27376993332174","-129.27376993332174","-129.27376993332174"
"11674","-129.12918747049676","-129.12918747049676","-129.12918747049676"
"11697","-129.11070089567167","-129.11070089567167","-129.11070089567167"
"11748","-129.00315394454458","-129.00315394454458","-129.00315394454458"
"11762","-128.95848512698277","-128.95848512698277","-128.95848512698277"
"11825","-128.86756667806583","-128.86756667806583","-128.86756667806583"
"11866","-128.79976230628026","-128.79976230628026","-128.79976230628026"
"11944","-128.70925781215703","-128.70925781215703","-128.70925781215703"
"11962","-128.68706504079913","-128.68706504079913","-128.68706504079913"
"11994","-128.61420939823455","-128.61420939823455","-128.61420939823455"
"12031","-128.5709305019276","-128.5709305019276","-128.5709305019276"
"12041","-128.53856117492882","-128.53856117492882","-128.53856117492882"
"12068","-128.52305850204695","-128.52305850204695","-128.52305850204695"
"12109","-128.45196348517902","-128.45196348517902","-128.45196348517902"
"12185","-128.26295054807215","-128.26295054807215","-128.26295054807215"
"12190","-128.264457021669","-128.264457021669","-128.264457021669"
"12218","-128.23212313524218","-128.23212313524218","-128.23212313524218"
"12237","-128.22154669756137","-128.22154669756137","-128.22154669756137"
"12258","-128.20797877300765","-128.20797877300765","-128.20797877300765"
"12270","-128.18919774102375","-128.18919774102375","-128.18919774102375"
"12281","-128.19318407117058","-128.19318407117058","-128.19318407117058"
"12333","-128.10171415775707","-128.10171415775707","-128.10171415775707"
"12385","-128.00240797989582","-128.00240797989582","-128.00240797989582"
"12473","-127.85695768765152","-127.85695768765152","-127.85695768765152"
"12505","-127.82175675939061","-127.82175675939061","-127.82175675939061"
"12524","-127.78822030663983","-127.78822030663983","-127.78822030663983"
"12590","-127.68974295316629","-127.68974295316629","-127.68974295316629"
"12606","-127.68138390125529","-127.68138390125529","-127.68138390125529"
"12623","-127.67295544386776","-127.67295544386776","-127.67295544386776"
"12652","-127.62051992416154","-127.62051992416154","-127.62051992416154"
"12686","-127.57839803559227","-127.57839803559227","-127.57839803559227"
"12700","-127.57795561074518","-127.57795561074518","-127.57795561074518"
"12721","-127.54429022698463","-127.54429022698463","-127.54429022698463"
"12722","-127.54426751675513","-127.54426751675513","-127.54426751675513"
"12730","-127.52820770706991","-127.52820770706991","-127.52820770706991"
"12834","-127.40807561240673","-127.40807561240673","-127.40807561240673"
"12895","-127.3572829845264","-127.3572829845264","-127.3572829845264"
"12947","-127.25838138496263","-127.25838138496263","-127.25838138496263"
"13007","-127.14508299449952","-127.14508299449952","-127.14508299449952"
"13015","-127.1300046256581","-127.1300046256581","-127.1300046256581"
"13049","-127.07993479359074","-127.07993479359074","-127.07993479359074"
"13178","-126.92650389983945","-126.92650389983945","-126.92650389983945"
"13184","-126.91990858960642","-126.91990858960642","-126.91990858960642"
"13194","-126.9182755395189","-126.9182755395189","-126.9182755395189"
"13303","-126.80025487337171","-126.80025487337171","-126.80025487337171"
"13315","-126.74660007475786","-126.74660007475786","-126.74660007475786"
"13430","-126.56567175635736","-126.56567175635736","-126.56567175635736"
"13481","-126.50039008078015","-126.50039008078015","-126.50039008078015"
"13531","-126.44838506320727","-126.44838506320727","-126.44838506320727"
"13540","-126.43196169883194","-126.43196169883194","-126.43196169883194"
"13831","-126.10629809867461","-126.10629809867461","-126.10629809867461"
"13865","-126.0558395238268","-126.0558395238268","-126.0558395238268"
"13930","-125.97086807222904","-125.97086807222904","-125.97086807222904"
"14019","-125.84836805977011","-125.84836805977011","-125.84836805977011"
"14021","-125.84618536546473","-125.84618536546473","-125.84618536546473"
"14101","-125.74895436959005","-125.74895436959005","-125.74895436959005"
"14154","-125.66979990686588","-125.66979990686588","-125.66979990686588"
"14165","-125.65597644973695","-125.65597644973695","-125.65597644973695"
"14201","-125.61213270713374","-125.61213270713374","-125.61213270713374"
"14248","-125.56531936150965","-125.56531936150965","-125.56531936150965"
"14269","-125.53466698539167","-125.53466698539167","-125.53466698539167"
"14395","-125.39475611003077","-125.39475611003077","-125.39475611003077"
"14494","-125.28847816297325","-125.28847816297325","-125.28847816297325"
"14498","-125.29188475310784","-125.29188475310784","-125.29188475310784"
"14499","-125.29191713493056","-125.29191713493056","-125.29191713493056"
"14531","-125.25544073614189","-125.25544073614189","-125.25544073614189"
"14557","-125.22127356086595","-125.22127356086595","-125.22127356086595"
"14663","-125.09834150933808","-125.09834150933808","-125.09834150933808"
"14718","-125.00950283350434","-125.00950283350434","-125.00950283350434"
"14814","-124.89992640217464","-124.89992640217464","-124.89992640217464"
"15031","-124.67236086251003","-124.67236086251003","-124.67236086251003"
"15043","-124.64978197785064","-124.64978197785064","-124.64978197785064"
"15052","-124.64583091286029","-124.64583091286029","-124.64583091286029"
"15083","-124.58285725240256","-124.58285725240256","-124.58285725240256"
"15089","-124.57889702555036","-124.57889702555036","-124.57889702555036"
"15129","-124.54432712222223","-124.54432712222223","-124.54432712222223"
"15156","-124.5045242643953","-124.5045242643953","-124.5045242643953"
"15207","-124.44723427707174","-124.44723427707174","-124.44723427707174"
"15223","-124.41831825714097","-124.41831825714097","-124.41831825714097"
"15241","-124.40499185741645","-124.40499185741645","-124.40499185741645"
"15283","-124.33928105749473","-124.33928105749473","-124.33928105749473"
"15353","-124.28590147076176","-124.28590147076176","-124.28590147076176"
"15360","-124.27292485492431","-124.27292485492431","-124.27292485492431"
"15372","-124.27355407274275","-124.27355407274275","-124.27355407274275"
"15406","-124.220721424185","-124.220721424185","-124.220721424185"
"15453","-124.14102747994006","-124.14102747994006","-124.14102747994006"
"15534","-124.06408993527695","-124.06408993527695","-124.06408993527695"
"15587","-123.98217939624224","-123.98217939624224","-123.98217939624224"
"15595","-123.97284815365256","-123.97284815365256","-123.97284815365256"
"15626","-123.94334845224448","-123.94334845224448","-123.94334845224448"
"15633","-123.9289850803399","-123.9289850803399","-123.9289850803399"
"15682","-123.8647916080344","-123.8647916080344","-123.8647916080344"
"15735","-123.80587090010232","-123.80587090010232","-123.80587090010232"
"15769","-123.7828574531589","-123.7828574531589","-123.7828574531589"
"15803","-123.75365209952878","-123.75365209952878","-123.75365209952878"
"15813","-123.74449670510373","-123.74449670510373","-123.74449670510373"
"15843","-123.69366565059705","-123.69366565059705","-123.69366565059705"
"15926","-123.65270938819738","-123.65270938819738","-123.65270938819738"
"15979","-123.60779721379093","-123.60779721379093","-123.60779721379093"
"16044","-123.48979099096894","-123.48979099096894","-123.48979099096894"
"16062","-123.45717139466267","-123.45717139466267","-123.45717139466267"
"16148","-123.37385240849896","-123.37385240849896","-123.37385240849896"
"16201","-123.30622338380324","-123.30622338380324","-123.30622338380324"
"16213","-123.30892551743824","-123.30892551743824","-123.30892551743824"
"16240","-123.2735712842451","-123.2735712842451","-123.2735712842451"
"16286","-123.22572713801198","-123.22572713801198","-123.22572713801198"
"16366","-123.16590812134997","-123.16590812134997","-123.16590812134997"
"16389","-123.14868221154082","-123.14868221154082","-123.14868221154082"
"16457","-123.10866552335249","-123.10866552335249","-123.10866552335249"
"16557","-123.04787650443554","-123.04787650443554","-123.04787650443554"
"16774","-122.8320681988006","-122.8320681988006","-122.8320681988006"
"16828","-122.7840198325662","-122.7840198325662","-122.7840198325662"
"16835","-122.76981071002629","-122.76981071002629","-122.76981071002629"
"16836","-122.76748299498118","-122.76748299498118","-122.76748299498118"
"16918","-122.72850506141863","-122.72850506141863","-122.72850506141863"
"16965","-122.67309311045892","-122.67309311045892","-122.67309311045892"
"17005","-122.63417856039277","-122.63417856039277","-122.63417856039277"
"17042","-122.5828094363454","-122.5828094363454","-122.5828094363454"
"17083","-122.5379414029675","-122.5379414029675","-122.5379414029675"
"17097","-122.5328645836569","-122.5328645836569","-122.5328645836569"
"17251","-122.35448939383163","-122.35448939383163","-122.35448939383163"
"17271","-122.33791668582576","-122.33791668582576","-122.33791668582576"
"17277","-122.33330644731633","-122.33330644731633","-122.33330644731633"
"17314","-122.26310848341562","-122.26310848341562","-122.26310848341562"
"17341","-122.24188187304257","-122.24188187304257","-122.24188187304257"
"17454","-122.16156595021607","-122.16156595021607","-122.16156595021607"
"17485","-122.13914081991258","-122.13914081991258","-122.13914081991258"
"17497","-122.13024303799288","-122.13024303799288","-122.13024303799288"
"17516","-122.12336945019234","-122.12336945019234","-122.12336945019234"
"17524","-122.09894265583931","-122.09894265583931","-122.09894265583931"
"17567","-122.05384331909778","-122.05384331909778","-122.05384331909778"
"17574","-122.03196600795421","-122.03196600795421","-122.03196600795421"
"17581","-122.02494801767533","-122.02494801767533","-122.02494801767533"
"17583","-122.02335685541065","-122.02335685541065","-122.02335685541065"
"17584","-122.02161374160708","-122.02161374160708","-122.02161374160708"
"17641","-121.97927124780526","-121.97927124780526","-121.97927124780526"
"17690","-121.94780489056906","-121.94780489056906","-121.94780489056906"
"17827","-121.85130844263313","-121.85130844263313","-121.85130844263313"
"17854","-121.82751237031823","-121.82751237031823","-121.82751237031823"
"17888","-121.80626359705437","-121.80626359705437","-121.80626359705437"
"17928","-121.76262731134668","-121.76262731134668","-121.76262731134668"
"17950","-121.74446927068512","-121.74446927068512","-121.74446927068512"
"17959","-121.72948943348266","-121.72948943348266","-121.72948943348266"
"18024","-121.62038494052999","-121.62038494052999","-121.62038494052999"
"18069","-121.57729013144129","-121.57729013144129","-121.57729013144129"
"18083","-121.56256276829404","-121.56256276829404","-121.56256276829404"
"18190","-121.4599092237024","-121.4599092237024","-121.4599092237024"
"18193","-121.44907550436609","-121.44907550436609","-121.44907550436609"
"18198","-121.4437555241726","-121.4437555241726","-121.4437555241726"
"18214","-121.44149594292024","-121.44149594292024","-121.44149594292024"
"18291","-121.37426540374891","-121.37426540374891","-121.37426540374891"
"18335","-121.3256232192915","-121.3256232192915","-121.3256232192915"
"18450","-121.17846109765135","-121.17846109765135","-121.17846109765135"
"18466","-121.1595588906735","-121.1595588906735","-121.1595588906735"
"18486","-121.13602792168379","-121.13602792168379","-121.13602792168379"
"18527","-121.08075795023876","-121.08075795023876","-121.08075795023876"
"18535","-121.0727297758733","-121.0727297758733","-121.0727297758733"
