"Step","lr5e-4_timesteps2e6_2 - episode_reward","lr5e-4_timesteps2e6_2 - episode_reward__MIN","lr5e-4_timesteps2e6_2 - episode_reward__MAX"
"3016","-157.99040725437092","-157.99040725437092","-157.99040725437092"
"3044","-157.64762991918505","-157.64762991918505","-157.64762991918505"
"3103","-156.9003442336884","-156.9003442336884","-156.9003442336884"
"3163","-156.1777565770235","-156.1777565770235","-156.1777565770235"
"3234","-155.25194462360446","-155.25194462360446","-155.25194462360446"
"3326","-154.37419999504183","-154.37419999504183","-154.37419999504183"
"3354","-154.03524703287252","-154.03524703287252","-154.03524703287252"
"3405","-153.4881867510587","-153.4881867510587","-153.4881867510587"
"3413","-153.35587642395896","-153.35587642395896","-153.35587642395896"
"3417","-153.3631304731766","-153.3631304731766","-153.3631304731766"
"3478","-152.60724427700504","-152.60724427700504","-152.60724427700504"
"3544","-151.9687785004354","-151.9687785004354","-151.9687785004354"
"3595","-151.43651618449658","-151.43651618449658","-151.43651618449658"
"3610","-151.3135577949302","-151.3135577949302","-151.3135577949302"
"3687","-150.6363804292085","-150.6363804292085","-150.6363804292085"
"3694","-150.55164588511823","-150.55164588511823","-150.55164588511823"
"3711","-150.28431820099667","-150.28431820099667","-150.28431820099667"
"3742","-150.02368114768046","-150.02368114768046","-150.02368114768046"
"3759","-149.91717348387976","-149.91717348387976","-149.91717348387976"
"3772","-149.77003753661856","-149.77003753661856","-149.77003753661856"
"3786","-149.6646369495525","-149.6646369495525","-149.6646369495525"
"3841","-149.15459695243183","-149.15459695243183","-149.15459695243183"
"3903","-148.53046753207153","-148.53046753207153","-148.53046753207153"
"3934","-148.23940691707955","-148.23940691707955","-148.23940691707955"
"4020","-147.44146704590668","-147.44146704590668","-147.44146704590668"
"4061","-147.06151261938413","-147.06151261938413","-147.06151261938413"
"4076","-146.91201397032938","-146.91201397032938","-146.91201397032938"
"4089","-146.7915285368421","-146.7915285368421","-146.7915285368421"
"4124","-146.61457055130433","-146.61457055130433","-146.61457055130433"
"4177","-146.2094832984306","-146.2094832984306","-146.2094832984306"
"4386","-144.99634509703756","-144.99634509703756","-144.99634509703756"
"4394","-144.92962718114086","-144.92962718114086","-144.92962718114086"
"4402","-144.92424197908434","-144.92424197908434","-144.92424197908434"
"4409","-144.89098285962876","-144.89098285962876","-144.89098285962876"
"4417","-144.83632783279296","-144.83632783279296","-144.83632783279296"
"4430","-144.66554716070192","-144.66554716070192","-144.66554716070192"
"4467","-144.4524422628205","-144.4524422628205","-144.4524422628205"
"4484","-144.37726985974913","-144.37726985974913","-144.37726985974913"
"4500","-144.35416906952963","-144.35416906952963","-144.35416906952963"
"4557","-143.89383239995513","-143.89383239995513","-143.89383239995513"
"4565","-143.83759038580385","-143.83759038580385","-143.83759038580385"
"4575","-143.84098285902593","-143.84098285902593","-143.84098285902593"
"4616","-143.51511092406463","-143.51511092406463","-143.51511092406463"
"4623","-143.47030679376658","-143.47030679376658","-143.47030679376658"
"4660","-143.16789374654684","-143.16789374654684","-143.16789374654684"
"4674","-143.14545073704917","-143.14545073704917","-143.14545073704917"
"4714","-143.12367318158178","-143.12367318158178","-143.12367318158178"
"4741","-142.97752447457992","-142.97752447457992","-142.97752447457992"
"4745","-142.99127073159707","-142.99127073159707","-142.99127073159707"
"4791","-142.6711669317988","-142.6711669317988","-142.6711669317988"
"4894","-142.24240523357662","-142.24240523357662","-142.24240523357662"
"4950","-141.93202575304062","-141.93202575304062","-141.93202575304062"
"4955","-141.8974151482702","-141.8974151482702","-141.8974151482702"
"4961","-141.85883101542575","-141.85883101542575","-141.85883101542575"
"5080","-141.31288860309175","-141.31288860309175","-141.31288860309175"
"5229","-140.76674556842104","-140.76674556842104","-140.76674556842104"
"5270","-140.50044536105202","-140.50044536105202","-140.50044536105202"
"5286","-140.4110680613071","-140.4110680613071","-140.4110680613071"
"5302","-140.4034168979435","-140.4034168979435","-140.4034168979435"
"5383","-140.03750316067374","-140.03750316067374","-140.03750316067374"
"5484","-139.64068890640667","-139.64068890640667","-139.64068890640667"
"5490","-139.6288725512892","-139.6288725512892","-139.6288725512892"
"5527","-139.6396199876566","-139.6396199876566","-139.6396199876566"
"5534","-139.58689745170196","-139.58689745170196","-139.58689745170196"
"5537","-139.58714802188305","-139.58714802188305","-139.58714802188305"
"5620","-139.0777205859446","-139.0777205859446","-139.0777205859446"
"5627","-139.07367256620842","-139.07367256620842","-139.07367256620842"
"5720","-138.83271801512186","-138.83271801512186","-138.83271801512186"
"5741","-138.78758670134704","-138.78758670134704","-138.78758670134704"
"5766","-138.71806293682724","-138.71806293682724","-138.71806293682724"
"5778","-138.71932290596934","-138.71932290596934","-138.71932290596934"
"5820","-138.50714261335432","-138.50714261335432","-138.50714261335432"
"5826","-138.44659354653396","-138.44659354653396","-138.44659354653396"
"5831","-138.45359481472437","-138.45359481472437","-138.45359481472437"
"5867","-138.33513018706657","-138.33513018706657","-138.33513018706657"
"5880","-138.32470491039612","-138.32470491039612","-138.32470491039612"
"5940","-137.94546698407805","-137.94546698407805","-137.94546698407805"
"5997","-137.7322247653442","-137.7322247653442","-137.7322247653442"
"6000","-137.70480372411456","-137.70480372411456","-137.70480372411456"
"6017","-137.65656415664077","-137.65656415664077","-137.65656415664077"
"6057","-137.59211780093992","-137.59211780093992","-137.59211780093992"
"6101","-137.41413970576474","-137.41413970576474","-137.41413970576474"
"6104","-137.4124774053289","-137.4124774053289","-137.4124774053289"
"6111","-137.41475706819693","-137.41475706819693","-137.41475706819693"
"6146","-137.21395054440217","-137.21395054440217","-137.21395054440217"
"6256","-136.84752364690596","-136.84752364690596","-136.84752364690596"
"6292","-136.57090617245274","-136.57090617245274","-136.57090617245274"
"6361","-136.32801020472692","-136.32801020472692","-136.32801020472692"
"6364","-136.33367987007185","-136.33367987007185","-136.33367987007185"
"6419","-136.1734846721519","-136.1734846721519","-136.1734846721519"
"6440","-136.0938023576723","-136.0938023576723","-136.0938023576723"
"6447","-136.0755505735665","-136.0755505735665","-136.0755505735665"
"6469","-136.01291314364207","-136.01291314364207","-136.01291314364207"
"6537","-135.86433440462878","-135.86433440462878","-135.86433440462878"
"6577","-135.69700578820624","-135.69700578820624","-135.69700578820624"
"6599","-135.57333239923076","-135.57333239923076","-135.57333239923076"
"6646","-135.45892559447077","-135.45892559447077","-135.45892559447077"
"6676","-135.3802775114794","-135.3802775114794","-135.3802775114794"
"6678","-135.38726678279374","-135.38726678279374","-135.38726678279374"
"6713","-135.20500475264592","-135.20500475264592","-135.20500475264592"
"6752","-135.05065484698633","-135.05065484698633","-135.05065484698633"
"6767","-134.99263954964007","-134.99263954964007","-134.99263954964007"
"6793","-134.91816402210935","-134.91816402210935","-134.91816402210935"
"6804","-134.87216151901566","-134.87216151901566","-134.87216151901566"
"6818","-134.87232298898647","-134.87232298898647","-134.87232298898647"
"6892","-134.7054312854409","-134.7054312854409","-134.7054312854409"
"6942","-134.4969358724244","-134.4969358724244","-134.4969358724244"
"6943","-134.50428508357686","-134.50428508357686","-134.50428508357686"
"6953","-134.45275711803328","-134.45275711803328","-134.45275711803328"
"6966","-134.41890736420564","-134.41890736420564","-134.41890736420564"
"6983","-134.39209969973854","-134.39209969973854","-134.39209969973854"
"6992","-134.35737819962281","-134.35737819962281","-134.35737819962281"
"6995","-134.35069865733757","-134.35069865733757","-134.35069865733757"
"7037","-134.30209927097147","-134.30209927097147","-134.30209927097147"
"7098","-134.08639779025577","-134.08639779025577","-134.08639779025577"
"7194","-133.86600671937984","-133.86600671937984","-133.86600671937984"
"7300","-133.5475337310096","-133.5475337310096","-133.5475337310096"
"7347","-133.32865891100994","-133.32865891100994","-133.32865891100994"
"7389","-133.21599447736625","-133.21599447736625","-133.21599447736625"
"7392","-133.18134201055807","-133.18134201055807","-133.18134201055807"
"7403","-133.1803950605148","-133.1803950605148","-133.1803950605148"
"7469","-133.06919794111263","-133.06919794111263","-133.06919794111263"
"7516","-132.90109656640152","-132.90109656640152","-132.90109656640152"
"7595","-132.739732226254","-132.739732226254","-132.739732226254"
"7628","-132.6225724770886","-132.6225724770886","-132.6225724770886"
"7640","-132.5450511844583","-132.5450511844583","-132.5450511844583"
"7696","-132.3683168329604","-132.3683168329604","-132.3683168329604"
"7713","-132.33133372130285","-132.33133372130285","-132.33133372130285"
"7725","-132.29878002688173","-132.29878002688173","-132.29878002688173"
"7744","-132.26739879005888","-132.26739879005888","-132.26739879005888"
"7777","-132.23636842146394","-132.23636842146394","-132.23636842146394"
"7789","-132.23940416814045","-132.23940416814045","-132.23940416814045"
"7793","-132.22883702313493","-132.22883702313493","-132.22883702313493"
"7812","-132.22969981654347","-132.22969981654347","-132.22969981654347"
"7819","-132.22047961139896","-132.22047961139896","-132.22047961139896"
"7860","-132.05855294614096","-132.05855294614096","-132.05855294614096"
"7931","-131.83099167543412","-131.83099167543412","-131.83099167543412"
"7963","-131.7172661795524","-131.7172661795524","-131.7172661795524"
"7971","-131.7130927839177","-131.7130927839177","-131.7130927839177"
"8021","-131.53588723125472","-131.53588723125472","-131.53588723125472"
"8023","-131.52743591633012","-131.52743591633012","-131.52743591633012"
"8049","-131.41888602314467","-131.41888602314467","-131.41888602314467"
"8083","-131.33368306037073","-131.33368306037073","-131.33368306037073"
"8106","-131.28523874334957","-131.28523874334957","-131.28523874334957"
"8182","-131.14121090807868","-131.14121090807868","-131.14121090807868"
"8295","-130.86494304953635","-130.86494304953635","-130.86494304953635"
"8303","-130.82685205728913","-130.82685205728913","-130.82685205728913"
"8308","-130.81810409331223","-130.81810409331223","-130.81810409331223"
"8312","-130.79666207183732","-130.79666207183732","-130.79666207183732"
"8347","-130.72284252267215","-130.72284252267215","-130.72284252267215"
"8381","-130.64544036307655","-130.64544036307655","-130.64544036307655"
"8400","-130.6004591996145","-130.6004591996145","-130.6004591996145"
"8445","-130.5922025608675","-130.5922025608675","-130.5922025608675"
"8489","-130.4214328693683","-130.4214328693683","-130.4214328693683"
"8583","-130.15670071452143","-130.15670071452143","-130.15670071452143"
"8686","-129.92197944415977","-129.92197944415977","-129.92197944415977"
"8701","-129.87539133480587","-129.87539133480587","-129.87539133480587"
"8712","-129.8712817625682","-129.8712817625682","-129.8712817625682"
"8716","-129.8644664726703","-129.8644664726703","-129.8644664726703"
"8769","-129.77067591361015","-129.77067591361015","-129.77067591361015"
"8778","-129.73702474132963","-129.73702474132963","-129.73702474132963"
"8829","-129.66280541569301","-129.66280541569301","-129.66280541569301"
"8865","-129.5713714516313","-129.5713714516313","-129.5713714516313"
"8875","-129.57845131130355","-129.57845131130355","-129.57845131130355"
"8892","-129.53438376799727","-129.53438376799727","-129.53438376799727"
"8917","-129.4449904019052","-129.4449904019052","-129.4449904019052"
"9032","-129.19355711642226","-129.19355711642226","-129.19355711642226"
"9054","-129.167043213177","-129.167043213177","-129.167043213177"
"9079","-129.14709616091315","-129.14709616091315","-129.14709616091315"
"9091","-129.1423089710854","-129.1423089710854","-129.1423089710854"
"9097","-129.11488942498335","-129.11488942498335","-129.11488942498335"
"9125","-129.01405806392643","-129.01405806392643","-129.01405806392643"
"9138","-128.95828764210643","-128.95828764210643","-128.95828764210643"
"9145","-128.94656106842803","-128.94656106842803","-128.94656106842803"
"9181","-128.86362230400792","-128.86362230400792","-128.86362230400792"
"9208","-128.79097953529475","-128.79097953529475","-128.79097953529475"
"9244","-128.72694017966103","-128.72694017966103","-128.72694017966103"
"9280","-128.6261433914606","-128.6261433914606","-128.6261433914606"
"9282","-128.62206431405858","-128.62206431405858","-128.62206431405858"
"9284","-128.60796469994554","-128.60796469994554","-128.60796469994554"
"9338","-128.4351906417361","-128.4351906417361","-128.4351906417361"
"9342","-128.42145034837174","-128.42145034837174","-128.42145034837174"
"9366","-128.37516404780402","-128.37516404780402","-128.37516404780402"
"9377","-128.34163828648414","-128.34163828648414","-128.34163828648414"
"9493","-128.1761931915052","-128.1761931915052","-128.1761931915052"
"9509","-128.17535341296494","-128.17535341296494","-128.17535341296494"
"9517","-128.15319455478868","-128.15319455478868","-128.15319455478868"
"9588","-127.96374794003582","-127.96374794003582","-127.96374794003582"
"9589","-127.95599909515279","-127.95599909515279","-127.95599909515279"
"9644","-127.82470137517024","-127.82470137517024","-127.82470137517024"
"9682","-127.77009930616715","-127.77009930616715","-127.77009930616715"
"9689","-127.74965182732012","-127.74965182732012","-127.74965182732012"
"9742","-127.62290765570879","-127.62290765570879","-127.62290765570879"
"9754","-127.62299589580527","-127.62299589580527","-127.62299589580527"
"9810","-127.51040364535062","-127.51040364535062","-127.51040364535062"
"9888","-127.36655676585963","-127.36655676585963","-127.36655676585963"
"9911","-127.37042704249899","-127.37042704249899","-127.37042704249899"
"9979","-127.21792864595142","-127.21792864595142","-127.21792864595142"
"10013","-127.09373329322172","-127.09373329322172","-127.09373329322172"
"10046","-127.06017094581281","-127.06017094581281","-127.06017094581281"
"10055","-127.01881455233024","-127.01881455233024","-127.01881455233024"
"10148","-126.84231395740868","-126.84231395740868","-126.84231395740868"
"10237","-126.72784456401655","-126.72784456401655","-126.72784456401655"
"10262","-126.69332274672833","-126.69332274672833","-126.69332274672833"
"10265","-126.69174098298248","-126.69174098298248","-126.69174098298248"
"10273","-126.64926857971298","-126.64926857971298","-126.64926857971298"
"10320","-126.57689256511105","-126.57689256511105","-126.57689256511105"
"10322","-126.57150344096645","-126.57150344096645","-126.57150344096645"
"10391","-126.38789241352507","-126.38789241352507","-126.38789241352507"
"10486","-126.13185680687397","-126.13185680687397","-126.13185680687397"
"10514","-126.0560012551128","-126.0560012551128","-126.0560012551128"
"10545","-125.98927417633544","-125.98927417633544","-125.98927417633544"
"10551","-125.96187391398776","-125.96187391398776","-125.96187391398776"
"10634","-125.74787269786425","-125.74787269786425","-125.74787269786425"
"10708","-125.6950448472052","-125.6950448472052","-125.6950448472052"
"10747","-125.57546969130354","-125.57546969130354","-125.57546969130354"
"10824","-125.42083430452213","-125.42083430452213","-125.42083430452213"
"10863","-125.37277108900037","-125.37277108900037","-125.37277108900037"
"10864","-125.37255206892708","-125.37255206892708","-125.37255206892708"
"10904","-125.33263593780657","-125.33263593780657","-125.33263593780657"
"10930","-125.24793014070723","-125.24793014070723","-125.24793014070723"
"10966","-125.21159209303394","-125.21159209303394","-125.21159209303394"
"10975","-125.17216770209636","-125.17216770209636","-125.17216770209636"
"10999","-125.15718475688074","-125.15718475688074","-125.15718475688074"
"11017","-125.11429395081517","-125.11429395081517","-125.11429395081517"
"11083","-125.00212461434813","-125.00212461434813","-125.00212461434813"
"11101","-124.97990958243955","-124.97990958243955","-124.97990958243955"
"11164","-124.93500643922278","-124.93500643922278","-124.93500643922278"
"11171","-124.92244231557082","-124.92244231557082","-124.92244231557082"
"11202","-124.83311777123299","-124.83311777123299","-124.83311777123299"
"11290","-124.68450229228844","-124.68450229228844","-124.68450229228844"
"11299","-124.69076925633928","-124.69076925633928","-124.69076925633928"
"11366","-124.57237735093635","-124.57237735093635","-124.57237735093635"
"11466","-124.47016155775492","-124.47016155775492","-124.47016155775492"
"11492","-124.41185808031247","-124.41185808031247","-124.41185808031247"
"11521","-124.35076108413588","-124.35076108413588","-124.35076108413588"
"11534","-124.31660271805858","-124.31660271805858","-124.31660271805858"
"11548","-124.28623413520832","-124.28623413520832","-124.28623413520832"
"11554","-124.28094258454823","-124.28094258454823","-124.28094258454823"
"11590","-124.21468092994517","-124.21468092994517","-124.21468092994517"
"11701","-124.01700673289089","-124.01700673289089","-124.01700673289089"
"11718","-124.00460798158188","-124.00460798158188","-124.00460798158188"
"11725","-123.9838313133494","-123.9838313133494","-123.9838313133494"
"11749","-123.9298471876395","-123.9298471876395","-123.9298471876395"
"11775","-123.89746350059951","-123.89746350059951","-123.89746350059951"
"11794","-123.85141286951688","-123.85141286951688","-123.85141286951688"
"11877","-123.66622132458821","-123.66622132458821","-123.66622132458821"
"11945","-123.56176856238392","-123.56176856238392","-123.56176856238392"
"11961","-123.52159450033722","-123.52159450033722","-123.52159450033722"
"11963","-123.52026117414024","-123.52026117414024","-123.52026117414024"
"12041","-123.35100501046726","-123.35100501046726","-123.35100501046726"
"12046","-123.35142667380931","-123.35142667380931","-123.35142667380931"
"12079","-123.30433649307177","-123.30433649307177","-123.30433649307177"
"12117","-123.28534184256948","-123.28534184256948","-123.28534184256948"
"12153","-123.25946474597643","-123.25946474597643","-123.25946474597643"
"12159","-123.24732407230513","-123.24732407230513","-123.24732407230513"
"12166","-123.23897962078395","-123.23897962078395","-123.23897962078395"
"12198","-123.13068419712371","-123.13068419712371","-123.13068419712371"
"12239","-123.04644821029655","-123.04644821029655","-123.04644821029655"
"12259","-123.00842239300987","-123.00842239300987","-123.00842239300987"
"12292","-122.95260827400969","-122.95260827400969","-122.95260827400969"
"12311","-122.92493359834589","-122.92493359834589","-122.92493359834589"
"12355","-122.81538491049281","-122.81538491049281","-122.81538491049281"
"12404","-122.7401739069484","-122.7401739069484","-122.7401739069484"
"12413","-122.71111571918142","-122.71111571918142","-122.71111571918142"
"12415","-122.71030483728482","-122.71030483728482","-122.71030483728482"
"12539","-122.55291606760449","-122.55291606760449","-122.55291606760449"
"12587","-122.50523925080076","-122.50523925080076","-122.50523925080076"
"12597","-122.48938899767961","-122.48938899767961","-122.48938899767961"
"12600","-122.49175039412847","-122.49175039412847","-122.49175039412847"
"12614","-122.48370326272473","-122.48370326272473","-122.48370326272473"
"12624","-122.45030574235528","-122.45030574235528","-122.45030574235528"
"12636","-122.42725721328866","-122.42725721328866","-122.42725721328866"
"12721","-122.28161941285057","-122.28161941285057","-122.28161941285057"
"12723","-122.28323818171735","-122.28323818171735","-122.28323818171735"
"12738","-122.26838730500832","-122.26838730500832","-122.26838730500832"
"12754","-122.22398814555511","-122.22398814555511","-122.22398814555511"
"12791","-122.21526486526945","-122.21526486526945","-122.21526486526945"
"12800","-122.20773645476733","-122.20773645476733","-122.20773645476733"
"12832","-122.15015547412234","-122.15015547412234","-122.15015547412234"
"12947","-121.94869008180261","-121.94869008180261","-121.94869008180261"
"13013","-121.87317441582778","-121.87317441582778","-121.87317441582778"
"13039","-121.83254420896445","-121.83254420896445","-121.83254420896445"
"13092","-121.78835340183174","-121.78835340183174","-121.78835340183174"
"13113","-121.80115201767327","-121.80115201767327","-121.80115201767327"
"13143","-121.73372252890218","-121.73372252890218","-121.73372252890218"
"13147","-121.72899576732067","-121.72899576732067","-121.72899576732067"
"13163","-121.69447108971218","-121.69447108971218","-121.69447108971218"
"13165","-121.6879106006429","-121.6879106006429","-121.6879106006429"
"13190","-121.6527766910091","-121.6527766910091","-121.6527766910091"
"13202","-121.6295452609326","-121.6295452609326","-121.6295452609326"
"13283","-121.4974257902761","-121.4974257902761","-121.4974257902761"
"13295","-121.4644134602152","-121.4644134602152","-121.4644134602152"
"13326","-121.42478665237772","-121.42478665237772","-121.42478665237772"
"13349","-121.38483401026416","-121.38483401026416","-121.38483401026416"
"13381","-121.35738676720374","-121.35738676720374","-121.35738676720374"
"13392","-121.33582639035583","-121.33582639035583","-121.33582639035583"
"13437","-121.32206780634276","-121.32206780634276","-121.32206780634276"
"13462","-121.28035414061213","-121.28035414061213","-121.28035414061213"
"13470","-121.26887258656794","-121.26887258656794","-121.26887258656794"
"13472","-121.26945366282808","-121.26945366282808","-121.26945366282808"
"13514","-121.20760888043235","-121.20760888043235","-121.20760888043235"
"13561","-121.10165224788294","-121.10165224788294","-121.10165224788294"
"13580","-121.0580703917365","-121.0580703917365","-121.0580703917365"
"13606","-121.0362626304879","-121.0362626304879","-121.0362626304879"
"13607","-121.0310031505034","-121.0310031505034","-121.0310031505034"
"13630","-121.00035499955656","-121.00035499955656","-121.00035499955656"
"13653","-120.99161845853622","-120.99161845853622","-120.99161845853622"
"13681","-120.95967847747018","-120.95967847747018","-120.95967847747018"
"13773","-120.78342416710545","-120.78342416710545","-120.78342416710545"
"13813","-120.75687520373341","-120.75687520373341","-120.75687520373341"
"13859","-120.67238092325582","-120.67238092325582","-120.67238092325582"
"13870","-120.66963408394452","-120.66963408394452","-120.66963408394452"
"13873","-120.65510567700014","-120.65510567700014","-120.65510567700014"
"13914","-120.62282447404995","-120.62282447404995","-120.62282447404995"
"13949","-120.54573801891696","-120.54573801891696","-120.54573801891696"
"13950","-120.54042663157894","-120.54042663157894","-120.54042663157894"
"13985","-120.45730550093619","-120.45730550093619","-120.45730550093619"
"13988","-120.45426459284324","-120.45426459284324","-120.45426459284324"
"14050","-120.36666282309511","-120.36666282309511","-120.36666282309511"
"14074","-120.32880864908765","-120.32880864908765","-120.32880864908765"
"14082","-120.31493893792461","-120.31493893792461","-120.31493893792461"
"14114","-120.2761731028184","-120.2761731028184","-120.2761731028184"
"14117","-120.2787339372949","-120.2787339372949","-120.2787339372949"
"14178","-120.22514218197315","-120.22514218197315","-120.22514218197315"
"14181","-120.21291419045589","-120.21291419045589","-120.21291419045589"
"14263","-120.15091051362607","-120.15091051362607","-120.15091051362607"
"14322","-120.05451655325881","-120.05451655325881","-120.05451655325881"
"14338","-120.03296421398974","-120.03296421398974","-120.03296421398974"
"14370","-119.9824598133978","-119.9824598133978","-119.9824598133978"
"14477","-119.85790957622757","-119.85790957622757","-119.85790957622757"
"14535","-119.77673501537822","-119.77673501537822","-119.77673501537822"
"14541","-119.76497693131145","-119.76497693131145","-119.76497693131145"
