"Step","lr1e-4_timesteps2e6_2 - episode_reward","lr1e-4_timesteps2e6_2 - episode_reward__MIN","lr1e-4_timesteps2e6_2 - episode_reward__MAX"
"1297","-201.6150036360601","-201.6150036360601","-201.6150036360601"
"1398","-198.44264712163204","-198.44264712163204","-198.44264712163204"
"1406","-198.2072409579189","-198.2072409579189","-198.2072409579189"
"1414","-197.998554286692","-197.998554286692","-197.998554286692"
"1417","-197.89607512746585","-197.89607512746585","-197.89607512746585"
"1418","-198.04077920318423","-198.04077920318423","-198.04077920318423"
"1426","-197.6224452162773","-197.6224452162773","-197.6224452162773"
"1481","-195.02538781476122","-195.02538781476122","-195.02538781476122"
"1486","-194.6861229956741","-194.6861229956741","-194.6861229956741"
"1498","-194.0929807348106","-194.0929807348106","-194.0929807348106"
"1519","-193.24439624154928","-193.24439624154928","-193.24439624154928"
"1520","-193.10903690007035","-193.10903690007035","-193.10903690007035"
"1566","-191.13603525357874","-191.13603525357874","-191.13603525357874"
"1577","-190.73572566170498","-190.73572566170498","-190.73572566170498"
"1675","-187.53208309073605","-187.53208309073605","-187.53208309073605"
"1679","-187.3675954455696","-187.3675954455696","-187.3675954455696"
"1707","-186.38822239365675","-186.38822239365675","-186.38822239365675"
"1711","-186.184562044665","-186.184562044665","-186.184562044665"
"1770","-184.29705289048474","-184.29705289048474","-184.29705289048474"
"1855","-181.9474642807517","-181.9474642807517","-181.9474642807517"
"1867","-181.75504675622173","-181.75504675622173","-181.75504675622173"
"1880","-181.38553871813588","-181.38553871813588","-181.38553871813588"
"1893","-180.95480261594201","-180.95480261594201","-180.95480261594201"
"1927","-180.0303211329322","-180.0303211329322","-180.0303211329322"
"1935","-179.71074078540303","-179.71074078540303","-179.71074078540303"
"1941","-179.42883387947882","-179.42883387947882","-179.42883387947882"
"2000","-177.65780994687006","-177.65780994687006","-177.65780994687006"
"2120","-175.4598979910935","-175.4598979910935","-175.4598979910935"
"2179","-173.69568479182692","-173.69568479182692","-173.69568479182692"
"2196","-173.36719464711496","-173.36719464711496","-173.36719464711496"
"2259","-172.25068290925924","-172.25068290925924","-172.25068290925924"
"2288","-171.66634630150753","-171.66634630150753","-171.66634630150753"
"2343","-170.43697129723708","-170.43697129723708","-170.43697129723708"
"2384","-169.50596494004375","-169.50596494004375","-169.50596494004375"
"2453","-168.32668120943075","-168.32668120943075","-168.32668120943075"
"2532","-167.2444328154542","-167.2444328154542","-167.2444328154542"
"2628","-166.04906725662318","-166.04906725662318","-166.04906725662318"
"2674","-165.4682242493204","-165.4682242493204","-165.4682242493204"
"2690","-165.22849857815515","-165.22849857815515","-165.22849857815515"
"2795","-163.74468989280416","-163.74468989280416","-163.74468989280416"
"2918","-161.94010656899607","-161.94010656899607","-161.94010656899607"
"2940","-161.76051897184092","-161.76051897184092","-161.76051897184092"
"2989","-160.95275203806227","-160.95275203806227","-160.95275203806227"
"3038","-160.2971586379721","-160.2971586379721","-160.2971586379721"
"3091","-159.58397011430483","-159.58397011430483","-159.58397011430483"
"3116","-159.20520447199203","-159.20520447199203","-159.20520447199203"
"3145","-158.9031040019698","-158.9031040019698","-158.9031040019698"
"3197","-158.32143215171078","-158.32143215171078","-158.32143215171078"
"3226","-158.17612254716983","-158.17612254716983","-158.17612254716983"
"3271","-157.75164130422448","-157.75164130422448","-157.75164130422448"
"3318","-157.15614047872012","-157.15614047872012","-157.15614047872012"
"3380","-156.6076963870771","-156.6076963870771","-156.6076963870771"
"3479","-155.34978517159763","-155.34978517159763","-155.34978517159763"
"3499","-155.16338772558825","-155.16338772558825","-155.16338772558825"
"3763","-153.0159433646288","-153.0159433646288","-153.0159433646288"
"3791","-152.8135238047129","-152.8135238047129","-152.8135238047129"
"3797","-152.75133163547864","-152.75133163547864","-152.75133163547864"
"3807","-152.65059761623516","-152.65059761623516","-152.65059761623516"
"3876","-152.06553026687848","-152.06553026687848","-152.06553026687848"
"3908","-151.85000143082172","-151.85000143082172","-151.85000143082172"
"3987","-151.36682482278806","-151.36682482278806","-151.36682482278806"
"4048","-150.8438771739681","-150.8438771739681","-150.8438771739681"
"4057","-150.71578616750884","-150.71578616750884","-150.71578616750884"
"4119","-150.28468844004976","-150.28468844004976","-150.28468844004976"
"4219","-149.74066213616504","-149.74066213616504","-149.74066213616504"
"4258","-149.5552928735273","-149.5552928735273","-149.5552928735273"
"4261","-149.47885405333972","-149.47885405333972","-149.47885405333972"
"4342","-148.72086811548434","-148.72086811548434","-148.72086811548434"
"4401","-148.47195464039982","-148.47195464039982","-148.47195464039982"
"4407","-148.41997837813372","-148.41997837813372","-148.41997837813372"
"4428","-148.26941645299146","-148.26941645299146","-148.26941645299146"
"4442","-148.13312723877505","-148.13312723877505","-148.13312723877505"
"4610","-147.26960153402794","-147.26960153402794","-147.26960153402794"
"4620","-147.2041232764875","-147.2041232764875","-147.2041232764875"
"4631","-147.17030674315976","-147.17030674315976","-147.17030674315976"
"4644","-147.04101363850387","-147.04101363850387","-147.04101363850387"
"4677","-146.80114061555267","-146.80114061555267","-146.80114061555267"
"4697","-146.7510415448021","-146.7510415448021","-146.7510415448021"
"4748","-146.41523157754355","-146.41523157754355","-146.41523157754355"
"4751","-146.39782366315566","-146.39782366315566","-146.39782366315566"
"4813","-146.00748121383114","-146.00748121383114","-146.00748121383114"
"4815","-146.0100976639101","-146.0100976639101","-146.0100976639101"
"4872","-145.58950042593756","-145.58950042593756","-145.58950042593756"
"4901","-145.47199432882132","-145.47199432882132","-145.47199432882132"
"4944","-145.2348147104231","-145.2348147104231","-145.2348147104231"
"4986","-145.01250521485574","-145.01250521485574","-145.01250521485574"
"5008","-144.8002055416582","-144.8002055416582","-144.8002055416582"
"5063","-144.41598577095084","-144.41598577095084","-144.41598577095084"
"5084","-144.27874536248748","-144.27874536248748","-144.27874536248748"
"5115","-144.1603387924641","-144.1603387924641","-144.1603387924641"
"5120","-144.07634223959369","-144.07634223959369","-144.07634223959369"
"5124","-144.02884775004975","-144.02884775004975","-144.02884775004975"
"5229","-143.51991847875246","-143.51991847875246","-143.51991847875246"
"5242","-143.45003140618314","-143.45003140618314","-143.45003140618314"
"5247","-143.44301776612278","-143.44301776612278","-143.44301776612278"
"5327","-143.1400719571538","-143.1400719571538","-143.1400719571538"
"5367","-142.91002883788914","-142.91002883788914","-142.91002883788914"
"5370","-142.89647680421174","-142.89647680421174","-142.89647680421174"
"5387","-142.83383502931164","-142.83383502931164","-142.83383502931164"
"5445","-142.60189016797605","-142.60189016797605","-142.60189016797605"
"5481","-142.35573203697513","-142.35573203697513","-142.35573203697513"
"5493","-142.31478355543197","-142.31478355543197","-142.31478355543197"
"5552","-142.03592091307536","-142.03592091307536","-142.03592091307536"
"5587","-141.8906509274781","-141.8906509274781","-141.8906509274781"
"5591","-141.8580955342316","-141.8580955342316","-141.8580955342316"
"5640","-141.71677098050895","-141.71677098050895","-141.71677098050895"
"5672","-141.60581913583349","-141.60581913583349","-141.60581913583349"
"5680","-141.5421879618348","-141.5421879618348","-141.5421879618348"
"5696","-141.41262353546543","-141.41262353546543","-141.41262353546543"
"5713","-141.3898625527253","-141.3898625527253","-141.3898625527253"
"5853","-140.8383835","-140.8383835","-140.8383835"
"5875","-140.69646618975068","-140.69646618975068","-140.69646618975068"
"5908","-140.60236185815114","-140.60236185815114","-140.60236185815114"
"5962","-140.3275122744329","-140.3275122744329","-140.3275122744329"
"5976","-140.26897334643525","-140.26897334643525","-140.26897334643525"
"5993","-140.19920831896843","-140.19920831896843","-140.19920831896843"
"6038","-140.03246287405287","-140.03246287405287","-140.03246287405287"
"6097","-139.89345783111037","-139.89345783111037","-139.89345783111037"
"6107","-139.8548579181092","-139.8548579181092","-139.8548579181092"
"6118","-139.79537573683336","-139.79537573683336","-139.79537573683336"
"6137","-139.77159658744617","-139.77159658744617","-139.77159658744617"
"6198","-139.48799988243977","-139.48799988243977","-139.48799988243977"
"6273","-139.14425363281504","-139.14425363281504","-139.14425363281504"
"6325","-138.92079665772567","-138.92079665772567","-138.92079665772567"
"6338","-138.89788002436288","-138.89788002436288","-138.89788002436288"
"6481","-138.26875841366342","-138.26875841366342","-138.26875841366342"
"6510","-138.09123647870845","-138.09123647870845","-138.09123647870845"
"6568","-137.84569943391563","-137.84569943391563","-137.84569943391563"
"6571","-137.84977765033995","-137.84977765033995","-137.84977765033995"
"6587","-137.77336528884095","-137.77336528884095","-137.77336528884095"
"6610","-137.68348191936724","-137.68348191936724","-137.68348191936724"
"6618","-137.6220519036662","-137.6220519036662","-137.6220519036662"
"6729","-137.164949640724","-137.164949640724","-137.164949640724"
"6774","-136.9914440055431","-136.9914440055431","-136.9914440055431"
"6800","-136.81419389180718","-136.81419389180718","-136.81419389180718"
"6838","-136.66478899183855","-136.66478899183855","-136.66478899183855"
"6847","-136.63275057379963","-136.63275057379963","-136.63275057379963"
"6875","-136.53270378482878","-136.53270378482878","-136.53270378482878"
"6906","-136.48490507183783","-136.48490507183783","-136.48490507183783"
"6952","-136.39923025550854","-136.39923025550854","-136.39923025550854"
"7081","-136.1866478928674","-136.1866478928674","-136.1866478928674"
"7131","-135.96540537457338","-135.96540537457338","-135.96540537457338"
"7156","-135.89166301204477","-135.89166301204477","-135.89166301204477"
"7161","-135.87075839478902","-135.87075839478902","-135.87075839478902"
"7216","-135.70786890965294","-135.70786890965294","-135.70786890965294"
"7288","-135.45248767519823","-135.45248767519823","-135.45248767519823"
"7436","-135.04659278928716","-135.04659278928716","-135.04659278928716"
"7444","-135.02635642614024","-135.02635642614024","-135.02635642614024"
"7526","-134.87774147004174","-134.87774147004174","-134.87774147004174"
"7542","-134.82906179967753","-134.82906179967753","-134.82906179967753"
"7580","-134.71881973760193","-134.71881973760193","-134.71881973760193"
"7610","-134.58137974903474","-134.58137974903474","-134.58137974903474"
"7656","-134.4734504222575","-134.4734504222575","-134.4734504222575"
"7683","-134.36914128968883","-134.36914128968883","-134.36914128968883"
"7687","-134.34290053162889","-134.34290053162889","-134.34290053162889"
"7756","-134.1669878767141","-134.1669878767141","-134.1669878767141"
"7768","-134.13413914486895","-134.13413914486895","-134.13413914486895"
"7892","-133.94383187604262","-133.94383187604262","-133.94383187604262"
"8009","-133.73360107547407","-133.73360107547407","-133.73360107547407"
"8059","-133.57203418869346","-133.57203418869346","-133.57203418869346"
"8065","-133.55009211649508","-133.55009211649508","-133.55009211649508"
"8073","-133.51376819663906","-133.51376819663906","-133.51376819663906"
"8114","-133.4319598598877","-133.4319598598877","-133.4319598598877"
"8131","-133.38975877676793","-133.38975877676793","-133.38975877676793"
"8154","-133.34461599788952","-133.34461599788952","-133.34461599788952"
"8177","-133.27290939688038","-133.27290939688038","-133.27290939688038"
"8179","-133.2604884535891","-133.2604884535891","-133.2604884535891"
"8214","-133.16211247024032","-133.16211247024032","-133.16211247024032"
"8254","-133.05547904438995","-133.05547904438995","-133.05547904438995"
"8258","-133.0487985626915","-133.0487985626915","-133.0487985626915"
"8303","-132.93935027986348","-132.93935027986348","-132.93935027986348"
"8334","-132.8997702435944","-132.8997702435944","-132.8997702435944"
"8363","-132.8687228962972","-132.8687228962972","-132.8687228962972"
"8403","-132.82110262969653","-132.82110262969653","-132.82110262969653"
"8416","-132.81386009125885","-132.81386009125885","-132.81386009125885"
"8434","-132.76167284319138","-132.76167284319138","-132.76167284319138"
"8518","-132.59286512946906","-132.59286512946906","-132.59286512946906"
"8603","-132.3961107141345","-132.3961107141345","-132.3961107141345"
"8621","-132.35051902147384","-132.35051902147384","-132.35051902147384"
"8672","-132.28634471421907","-132.28634471421907","-132.28634471421907"
"8718","-132.1904940035967","-132.1904940035967","-132.1904940035967"
"8727","-132.15454951715344","-132.15454951715344","-132.15454951715344"
"8739","-132.11976322743055","-132.11976322743055","-132.11976322743055"
"8776","-132.0485535505359","-132.0485535505359","-132.0485535505359"
"8786","-132.0300696897663","-132.0300696897663","-132.0300696897663"
"8808","-131.99524082374555","-131.99524082374555","-131.99524082374555"
"8815","-131.98961908570445","-131.98961908570445","-131.98961908570445"
"8820","-131.97575372377023","-131.97575372377023","-131.97575372377023"
"8822","-131.9629641522412","-131.9629641522412","-131.9629641522412"
"8827","-131.93928670325388","-131.93928670325388","-131.93928670325388"
"8922","-131.66875423393404","-131.66875423393404","-131.66875423393404"
"8937","-131.635377447952","-131.635377447952","-131.635377447952"
"8940","-131.6393961170682","-131.6393961170682","-131.6393961170682"
"8977","-131.61468412773146","-131.61468412773146","-131.61468412773146"
"9007","-131.5569372475303","-131.5569372475303","-131.5569372475303"
"9042","-131.49061365962203","-131.49061365962203","-131.49061365962203"
"9092","-131.43113346046925","-131.43113346046925","-131.43113346046925"
"9107","-131.41618055783746","-131.41618055783746","-131.41618055783746"
"9179","-131.29808403865638","-131.29808403865638","-131.29808403865638"
"9192","-131.27174154811394","-131.27174154811394","-131.27174154811394"
"9199","-131.27910636560438","-131.27910636560438","-131.27910636560438"
"9249","-131.19301150612023","-131.19301150612023","-131.19301150612023"
"9298","-131.1088827542124","-131.1088827542124","-131.1088827542124"
"9320","-131.05746481693959","-131.05746481693959","-131.05746481693959"
"9323","-131.06074291760623","-131.06074291760623","-131.06074291760623"
"9375","-131.01526219814573","-131.01526219814573","-131.01526219814573"
"9500","-130.7748623452824","-130.7748623452824","-130.7748623452824"
"9557","-130.69445943138084","-130.69445943138084","-130.69445943138084"
"9597","-130.64808937344705","-130.64808937344705","-130.64808937344705"
"9613","-130.59798308976244","-130.59798308976244","-130.59798308976244"
"9618","-130.57393806607837","-130.57393806607837","-130.57393806607837"
"9676","-130.48616627336327","-130.48616627336327","-130.48616627336327"
"9707","-130.42486721711074","-130.42486721711074","-130.42486721711074"
"9717","-130.40738882044084","-130.40738882044084","-130.40738882044084"
"9738","-130.33879478825602","-130.33879478825602","-130.33879478825602"
"9775","-130.3460365633526","-130.3460365633526","-130.3460365633526"
"9816","-130.28463568879283","-130.28463568879283","-130.28463568879283"
"9836","-130.246524089658","-130.246524089658","-130.246524089658"
"9867","-130.21954266001228","-130.21954266001228","-130.21954266001228"
"9875","-130.20169191560964","-130.20169191560964","-130.20169191560964"
"9898","-130.12859711460354","-130.12859711460354","-130.12859711460354"
"9948","-130.0819758765357","-130.0819758765357","-130.0819758765357"
"9950","-130.07911337295707","-130.07911337295707","-130.07911337295707"
"10051","-129.9659985073352","-129.9659985073352","-129.9659985073352"
"10109","-129.9515234050949","-129.9515234050949","-129.9515234050949"
"10154","-129.90303669259075","-129.90303669259075","-129.90303669259075"
"10192","-129.83696517863868","-129.83696517863868","-129.83696517863868"
"10208","-129.81801333633396","-129.81801333633396","-129.81801333633396"
"10237","-129.7797520739791","-129.7797520739791","-129.7797520739791"
"10246","-129.76820230196117","-129.76820230196117","-129.76820230196117"
"10290","-129.6910948422137","-129.6910948422137","-129.6910948422137"
"10312","-129.67501264055613","-129.67501264055613","-129.67501264055613"
"10316","-129.68066764020747","-129.68066764020747","-129.68066764020747"
"10369","-129.5656531579357","-129.5656531579357","-129.5656531579357"
"10388","-129.5358238304986","-129.5358238304986","-129.5358238304986"
"10396","-129.51553479188112","-129.51553479188112","-129.51553479188112"
"10452","-129.45204192118226","-129.45204192118226","-129.45204192118226"
"10508","-129.35853603103084","-129.35853603103084","-129.35853603103084"
"10667","-129.07898405138152","-129.07898405138152","-129.07898405138152"
"10698","-129.01319276290215","-129.01319276290215","-129.01319276290215"
"10708","-128.97709558723724","-128.97709558723724","-128.97709558723724"
"10783","-128.87147097500937","-128.87147097500937","-128.87147097500937"
"10817","-128.80103971132672","-128.80103971132672","-128.80103971132672"
"10823","-128.7841026829541","-128.7841026829541","-128.7841026829541"
"10833","-128.79610539733557","-128.79610539733557","-128.79610539733557"
"10842","-128.78134717211208","-128.78134717211208","-128.78134717211208"
"10862","-128.73637717485832","-128.73637717485832","-128.73637717485832"
"10874","-128.73076564176333","-128.73076564176333","-128.73076564176333"
"10888","-128.69166465297988","-128.69166465297988","-128.69166465297988"
"10899","-128.67301183092593","-128.67301183092593","-128.67301183092593"
"10933","-128.63347978336716","-128.63347978336716","-128.63347978336716"
"10942","-128.60140223545145","-128.60140223545145","-128.60140223545145"
"11014","-128.4680722407696","-128.4680722407696","-128.4680722407696"
"11085","-128.36566484252683","-128.36566484252683","-128.36566484252683"
"11098","-128.34319436585145","-128.34319436585145","-128.34319436585145"
"11129","-128.31624219537625","-128.31624219537625","-128.31624219537625"
"11144","-128.3031836921684","-128.3031836921684","-128.3031836921684"
"11168","-128.26034261188906","-128.26034261188906","-128.26034261188906"
"11260","-128.1895365125885","-128.1895365125885","-128.1895365125885"
"11331","-128.06870009846867","-128.06870009846867","-128.06870009846867"
"11414","-127.93447308970393","-127.93447308970393","-127.93447308970393"
"11420","-127.91660807066513","-127.91660807066513","-127.91660807066513"
"11441","-127.87555159257626","-127.87555159257626","-127.87555159257626"
"11503","-127.7973160473518","-127.7973160473518","-127.7973160473518"
"11516","-127.79251524393449","-127.79251524393449","-127.79251524393449"
"11715","-127.53691708824034","-127.53691708824034","-127.53691708824034"
"11834","-127.40531036224966","-127.40531036224966","-127.40531036224966"
"11873","-127.34036438321726","-127.34036438321726","-127.34036438321726"
"11941","-127.21969155016043","-127.21969155016043","-127.21969155016043"
"11985","-127.12905256696953","-127.12905256696953","-127.12905256696953"
"12025","-127.08560748691933","-127.08560748691933","-127.08560748691933"
"12027","-127.0805916021965","-127.0805916021965","-127.0805916021965"
"12092","-126.97683126740597","-126.97683126740597","-126.97683126740597"
"12130","-126.96323869728202","-126.96323869728202","-126.96323869728202"
"12141","-126.9352827044511","-126.9352827044511","-126.9352827044511"
"12155","-126.93077698631387","-126.93077698631387","-126.93077698631387"
"12298","-126.68185651807524","-126.68185651807524","-126.68185651807524"
"12307","-126.6676547742464","-126.6676547742464","-126.6676547742464"
"12357","-126.59870489875999","-126.59870489875999","-126.59870489875999"
"12397","-126.57524816360385","-126.57524816360385","-126.57524816360385"
"12450","-126.48076496413245","-126.48076496413245","-126.48076496413245"
"12524","-126.33433612764587","-126.33433612764587","-126.33433612764587"
"12575","-126.21805914692209","-126.21805914692209","-126.21805914692209"
"12630","-126.16288229566673","-126.16288229566673","-126.16288229566673"
"12684","-126.08597284862931","-126.08597284862931","-126.08597284862931"
"12774","-126.0361133789349","-126.0361133789349","-126.0361133789349"
"12866","-125.89020875381844","-125.89020875381844","-125.89020875381844"
"12878","-125.86341511612802","-125.86341511612802","-125.86341511612802"
"12951","-125.72827935877683","-125.72827935877683","-125.72827935877683"
"12997","-125.66018449689874","-125.66018449689874","-125.66018449689874"
"13113","-125.5360852541878","-125.5360852541878","-125.5360852541878"
"13157","-125.46896731406034","-125.46896731406034","-125.46896731406034"
"13161","-125.45694809891287","-125.45694809891287","-125.45694809891287"
"13273","-125.24139412418398","-125.24139412418398","-125.24139412418398"
"13328","-125.19103307098042","-125.19103307098042","-125.19103307098042"
"13363","-125.1450162906363","-125.1450162906363","-125.1450162906363"
"13368","-125.12792646265731","-125.12792646265731","-125.12792646265731"
"13399","-125.05541924842105","-125.05541924842105","-125.05541924842105"
"13474","-124.98299513121493","-124.98299513121493","-124.98299513121493"
"13706","-124.69150753523923","-124.69150753523923","-124.69150753523923"
"13722","-124.67278711054833","-124.67278711054833","-124.67278711054833"
"13743","-124.62133241329522","-124.62133241329522","-124.62133241329522"
"13755","-124.62274013927944","-124.62274013927944","-124.62274013927944"
"13777","-124.60428711836525","-124.60428711836525","-124.60428711836525"
"13800","-124.58864920275892","-124.58864920275892","-124.58864920275892"
"13822","-124.53538910041536","-124.53538910041536","-124.53538910041536"
"13895","-124.4067591242389","-124.4067591242389","-124.4067591242389"
"13978","-124.33360187124431","-124.33360187124431","-124.33360187124431"
"14032","-124.28133333417067","-124.28133333417067","-124.28133333417067"
"14103","-124.2263653453299","-124.2263653453299","-124.2263653453299"
"14131","-124.13387164858894","-124.13387164858894","-124.13387164858894"
"14153","-124.09458522192969","-124.09458522192969","-124.09458522192969"
"14165","-124.08439003967013","-124.08439003967013","-124.08439003967013"
"14175","-124.06424114940324","-124.06424114940324","-124.06424114940324"
"14181","-124.06382768165032","-124.06382768165032","-124.06382768165032"
"14187","-124.05925826220896","-124.05925826220896","-124.05925826220896"
"14288","-123.91281251525828","-123.91281251525828","-123.91281251525828"
"14294","-123.91192425494893","-123.91192425494893","-123.91192425494893"
"14363","-123.80877381246495","-123.80877381246495","-123.80877381246495"
"14399","-123.77311188020978","-123.77311188020978","-123.77311188020978"
"14411","-123.76500630659585","-123.76500630659585","-123.76500630659585"
"14416","-123.76075954711182","-123.76075954711182","-123.76075954711182"
"14498","-123.66524033363429","-123.66524033363429","-123.66524033363429"
"14510","-123.65302073402262","-123.65302073402262","-123.65302073402262"
"14531","-123.64880862978103","-123.64880862978103","-123.64880862978103"
"14554","-123.62636828716707","-123.62636828716707","-123.62636828716707"
"14585","-123.586106017189","-123.586106017189","-123.586106017189"
"14627","-123.54171737809746","-123.54171737809746","-123.54171737809746"
"14633","-123.53781520868309","-123.53781520868309","-123.53781520868309"
"14683","-123.50913140770707","-123.50913140770707","-123.50913140770707"
"14715","-123.49174295429665","-123.49174295429665","-123.49174295429665"
"14727","-123.48295242965546","-123.48295242965546","-123.48295242965546"
"14757","-123.43900396752626","-123.43900396752626","-123.43900396752626"
"14771","-123.41842043859052","-123.41842043859052","-123.41842043859052"
"14812","-123.38658975457079","-123.38658975457079","-123.38658975457079"
"14817","-123.38001675112106","-123.38001675112106","-123.38001675112106"
"14837","-123.34279392577012","-123.34279392577012","-123.34279392577012"
"14916","-123.26158079415536","-123.26158079415536","-123.26158079415536"
"14941","-123.24010781943134","-123.24010781943134","-123.24010781943134"
"14943","-123.23824851246293","-123.23824851246293","-123.23824851246293"
"15016","-123.13172718234227","-123.13172718234227","-123.13172718234227"
"15060","-123.09071426067776","-123.09071426067776","-123.09071426067776"
"15066","-123.08896110155675","-123.08896110155675","-123.08896110155675"
"15138","-123.03059879539863","-123.03059879539863","-123.03059879539863"
"15157","-123.01784078682427","-123.01784078682427","-123.01784078682427"
"15205","-122.94231736005561","-122.94231736005561","-122.94231736005561"
"15238","-122.94085808091683","-122.94085808091683","-122.94085808091683"
"15461","-122.65497485047518","-122.65497485047518","-122.65497485047518"
"15481","-122.61832774034586","-122.61832774034586","-122.61832774034586"
"15498","-122.61281097162153","-122.61281097162153","-122.61281097162153"
"15541","-122.57900260788759","-122.57900260788759","-122.57900260788759"
"15595","-122.52690988513164","-122.52690988513164","-122.52690988513164"
"15597","-122.52805097709381","-122.52805097709381","-122.52805097709381"
"15635","-122.46287894593203","-122.46287894593203","-122.46287894593203"
"15736","-122.36293984965147","-122.36293984965147","-122.36293984965147"
"15746","-122.3449598512175","-122.3449598512175","-122.3449598512175"
"15771","-122.33056739076059","-122.33056739076059","-122.33056739076059"
"15854","-122.30457449958743","-122.30457449958743","-122.30457449958743"
"15886","-122.30353790099448","-122.30353790099448","-122.30353790099448"
"15957","-122.23009796348846","-122.23009796348846","-122.23009796348846"
"15994","-122.21845251815036","-122.21845251815036","-122.21845251815036"
"16076","-122.14972622882894","-122.14972622882894","-122.14972622882894"
"16151","-122.07007806615998","-122.07007806615998","-122.07007806615998"
"16257","-121.99109423109294","-121.99109423109294","-121.99109423109294"
"16284","-121.96592439493357","-121.96592439493357","-121.96592439493357"
"16320","-121.91668591307564","-121.91668591307564","-121.91668591307564"
"16372","-121.87438035205555","-121.87438035205555","-121.87438035205555"
"16386","-121.84654048069012","-121.84654048069012","-121.84654048069012"
"16398","-121.84417598196208","-121.84417598196208","-121.84417598196208"
"16418","-121.83763805600833","-121.83763805600833","-121.83763805600833"
"16507","-121.70103422123354","-121.70103422123354","-121.70103422123354"
"16525","-121.67831634171436","-121.67831634171436","-121.67831634171436"
"16556","-121.6474172872334","-121.6474172872334","-121.6474172872334"
"16716","-121.49075302563641","-121.49075302563641","-121.49075302563641"
"16756","-121.47159047379479","-121.47159047379479","-121.47159047379479"
"16759","-121.47314716398559","-121.47314716398559","-121.47314716398559"
"16779","-121.45063479940048","-121.45063479940048","-121.45063479940048"
"16802","-121.4195803221577","-121.4195803221577","-121.4195803221577"
"16808","-121.41579880824706","-121.41579880824706","-121.41579880824706"
"16815","-121.41445324527399","-121.41445324527399","-121.41445324527399"
"16816","-121.41498470832086","-121.41498470832086","-121.41498470832086"
"16873","-121.40273576231073","-121.40273576231073","-121.40273576231073"
"16886","-121.39916442115923","-121.39916442115923","-121.39916442115923"
"16904","-121.39268161398394","-121.39268161398394","-121.39268161398394"
"16916","-121.38964782606885","-121.38964782606885","-121.38964782606885"
"17075","-121.23191289367342","-121.23191289367342","-121.23191289367342"
"17112","-121.20258145147828","-121.20258145147828","-121.20258145147828"
"17137","-121.19014158369527","-121.19014158369527","-121.19014158369527"
"17144","-121.18396348958639","-121.18396348958639","-121.18396348958639"
"17152","-121.18896778039054","-121.18896778039054","-121.18896778039054"
"17192","-121.14384883197799","-121.14384883197799","-121.14384883197799"
"17225","-121.12271781665304","-121.12271781665304","-121.12271781665304"
"17286","-121.04889694513295","-121.04889694513295","-121.04889694513295"
"17395","-120.92833945871877","-120.92833945871877","-120.92833945871877"
"17513","-120.8076248899736","-120.8076248899736","-120.8076248899736"
"17578","-120.79084385187939","-120.79084385187939","-120.79084385187939"
"17580","-120.79220827109432","-120.79220827109432","-120.79220827109432"
"17619","-120.77048679275114","-120.77048679275114","-120.77048679275114"
"17655","-120.73448954118251","-120.73448954118251","-120.73448954118251"
"17667","-120.71204491740666","-120.71204491740666","-120.71204491740666"
"17702","-120.64918467738455","-120.64918467738455","-120.64918467738455"
"17768","-120.58979172511178","-120.58979172511178","-120.58979172511178"
"17769","-120.58848183621957","-120.58848183621957","-120.58848183621957"
"17831","-120.52427174120234","-120.52427174120234","-120.52427174120234"
